"","text"
"80.content","Came here for a quick to go lunch. First my cheeseburg were not right, I had request no onions, and they were cover with them. Then second, the fri were so mushi and not fresh. I was sore disappoint"
"81.content","The first time I went here they smother my burger with mustard and ketchup to where it was drip on me, and the past two time I have been here the fri are old and dark, and they put like one peic of bacon on my burger. They offer me free fri tomorrow. Ha horribl place to eat"
"82.content","the worst mcd I've ever been to. tri to get a quick snack dure our long drive and it was the worst decision. the dual lane drive through is anyth but fast. one car in front of me but somehow the other lane was the onli one moving. some 10 odd minut later, we final ordered. one of the car in front of me obvious knew somebodi in the place and just kept talk at the window. it wouldn't have been a big deal if it hadn't continu for so long. after 20+ minut of sit in this line, fight the urg to just drive off, and watch the multipl level of poor service, we final got our snack and the freak fri were cold. I should have taken 2 minut to read the review befor I went here and it would have stop me from ever going. you would think after all that time, at least the food would be hot. HA. just do yourself a favor and find anoth mcd to visit. truli a disappoint stop. :-("
"83.content","This mcdonald truli is the worst. They are alway EXTREMELi slow and understaffed. Mani of the worker her are rude and obvious dont want to be there. My food come out decent but they are alway out of someth everytim I go. I probabl will never come to this locat again."
"84.content","The even manag here is veri nice and has a great attitude. I went insid of this McDonald one afternoon when the drive through was back up and the manag help me immediately. She was the onli person who actual look like she was happi to help customers, which made me veri comfortable, it look like she even gave me a littl extra fries!"
"85.content","Good job guys, love the friend staff. ξDt hopping.Not sure what they are experiencing, but one of the bet McD in area. ξSo much better than before. ξLove the Christian music guys."
"86.content","worst drove thru ever. ξI was car #7 sit in a dual drive thru for 8 minut and not 1 car had moved. I park and go inside. the manag wait on me and I said that the drive thru has not moved. she says, "" yeah our drive thru system has gone done"". I said "" it would be nice if someon would walk out there and tell everyon and post a sign"". she walk away to fill my order, onli to leav one of her long BLEACHED hair in between my 2 frozen strawberri lemonades."
"87.content","I'm not asham to admit that I frequent this McDonald at least twice a week. ξNeed a snack after pump gas? ξNeed coffe befor Chocolatt is open or after Chocolatt is closed? ξNeed night-after-drink breakfast? ξYes, pleas on all counts. ξI haven't found this McDonald to be particular slow. ξIt is a bit sketch by Decatur standards, although it North Decatur and not Decatur proper. ξOften at night there are folk who look homeless here, though onli one one occas has anyth particular creepy/disturb happen regard said demograph of patron. ξOtherwise, it lot of Emori student and hospit worker and high school student from Druid Hill High. ξI like that the worker seem to have a good camaraderi with each other. ξI also like that folk rememb my standard order and can associ my voic with my order when I go through the drive thru."
"88.content","This is the worst McDonald I have ever visited. ξWe sat at the drive-thru window forev watch the employe goof off. ξThe fish sandwich was edibl in a squar process fish, round bun, too much tartar sauc sort of way. ξThe french fri were horrible. ξThey were not edible. ξThey were stale and greasy.Just becaus someon is hold a broom doe not mean that they are sweeping. ξThe broom is a prop to make peopl think they are work while they are social with co-workers. ξThey will look at you occasion while they continu to goof off. ξThe employe seem to go out of their way to prove that you aren't worth their time. ξThis McDonald realli sucks."
"89.content","The staff is realli nice, but kind of slow at this location. ξI ask what type of sauc they had and the cashier look at me like she saw a ghost. ξI am not that pale! ξAll I want (well not really) were some chicken nugget to feed to my starv kids. ξIf I had pass somewher els with a drive thru, I would have gone there, but this was my onli option. ξWhen I pull up to get my 20 count, I was hand a small bag with a small fry. ξI ask the guy whi he was hand it to me and he said ""Becaus this is what you ordered."" ξReally? ξI show him my receipt and he said ""Well, who fri are these then?""I final got the nasti tast nugget and some high fructos corn syrup aka dip sauc and was on my way. ξI think we will stick to the meatless cheeseburg next time."
"90.content","Oh my goodness. I should have read the review first but this McDonald is on my way so I stop by. This is by far the dirtiest McDonald I've seen in a long time. Staff is unfriend and obvious so bore with their job. Definit not even place for a quick meal!"
"91.content","The servic at this McDonald is so bad it almost comical. Case in point: There was about a two week stretch where I would go to McDonald everi morn befor work to get an ice vanilla latte. EVERi day (I kid you not) they got my order wrong and made me a hot latt instead. This would not be a problem, but they question me everi time if I was sure that was what I ordered. Yes, it even show it on your fanci digit menu. Then they would ask me to pull up and wait 10 minut for my order to be corrected. My bf and I went insid onc to order and they got his order wrong. The woman just stood there and look at us when we told her and my bf was like, ""...but I guess I can eat this"". Later when we went up and ask for sauce, she gave us the biggest eyerol upon see us and act like it was physic pain for her to serv us. These are onli a coupl of exampl of the horribl servic we have had, but I guess that typic for a McDonald attach to a gas station."
